,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N,D6C,D6N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Unidade da Federação (Código),Brasil e Unidade da Federação,Variável (Código),Variável,Trimestre (Código),Trimestre,Referência temporal (Código),Referência temporal,Tipo de rebanho bovino (Código),Tipo de rebanho bovino,Tipo de inspeção (Código),Tipo de inspeção
3376,3,Unidade da Federação,2,Percentual,0.09,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111739,Municipal
3377,3,Unidade da Federação,2,Percentual,7.99,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,118225,Total
3378,3,Unidade da Federação,2,Percentual,7.62,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,111737,Federal
3379,3,Unidade da Federação,2,Percentual,X,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,111738,Estadual
3380,3,Unidade da Federação,2,Percentual,X,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,111739,Municipal
3381,3,Unidade da Federação,2,Percentual,...,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,118225,Total
3382,3,Unidade da Federação,2,Percentual,...,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,111737,Federal
3383,3,Unidade da Federação,2,Percentual,...,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,111738,Estadual
3384,3,Unidade da Federação,2,Percentual,...,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,111739,Municipal
3385,3,Unidade da Federação,2,Percentual,34.00,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,992,Total,118225,Total
3386,3,Unidade da Federação,2,Percentual,27.97,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,992,Total,111737,Federal
3387,3,Unidade da Federação,2,Percentual,4.47,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,992,Total,111738,Estadual
3388,3,Unidade da Federação,2,Percentual,1.55,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,992,Total,111739,Municipal
3389,3,Unidade da Federação,2,Percentual,18.36,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,118225,Total
3390,3,Unidade da Federação,2,Percentual,17.47,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,111737,Federal
3391,3,Unidade da Federação,2,Percentual,X,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,111738,Estadual
3392,3,Unidade da Federação,2,Percentual,X,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,111739,Municipal
3393,3,Unidade da Federação,2,Percentual,12.84,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,118225,Total
3394,3,Unidade da Federação,2,Percentual,7.85,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,111737,Federal
3395,3,Unidade da Federação,2,Percentual,3.80,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,111738,Estadual
3396,3,Unidade da Federação,2,Percentual,1.19,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,111739,Municipal
3397,3,Unidade da Federação,2,Percentual,0.03,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,118225,Total
3398,3,Unidade da Federação,2,Percentual,-,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,111737,Federal
3399,3,Unidade da Federação,2,Percentual,-,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,111738,Estadual
3400,3,Unidade da Federação,2,Percentual,0.03,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,111739,Municipal
3401,3,Unidade da Federação,2,Percentual,2.77,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,118225,Total
3402,3,Unidade da Federação,2,Percentual,2.66,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,111737,Federal
3403,3,Unidade da Federação,2,Percentual,X,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,111738,Estadual
3404,3,Unidade da Federação,2,Percentual,X,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,111739,Municipal
3405,3,Unidade da Federação,2,Percentual,...,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,118225,Total
3406,3,Unidade da Federação,2,Percentual,...,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,111737,Federal
3407,3,Unidade da Federação,2,Percentual,...,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,111738,Estadual
3408,3,Unidade da Federação,2,Percentual,...,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,111739,Municipal
3409,3,Unidade da Federação,2,Percentual,32.59,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,992,Total,118225,Total
3410,3,Unidade da Federação,2,Percentual,26.51,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,992,Total,111737,Federal
3411,3,Unidade da Federação,2,Percentual,4.66,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,992,Total,111738,Estadual
3412,3,Unidade da Federação,2,Percentual,1.42,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,992,Total,111739,Municipal
3413,3,Unidade da Federação,2,Percentual,17.93,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,118225,Total
3414,3,Unidade da Federação,2,Percentual,17.03,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,111737,Federal
3415,3,Unidade da Federação,2,Percentual,X,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,111738,Estadual
3416,3,Unidade da Federação,2,Percentual,X,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,111739,Municipal
3417,3,Unidade da Federação,2,Percentual,11.92,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,118225,Total
3418,3,Unidade da Federação,2,Percentual,6.90,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111737,Federal
3419,3,Unidade da Federação,2,Percentual,3.97,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111738,Estadual
3420,3,Unidade da Federação,2,Percentual,1.05,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111739,Municipal
3421,3,Unidade da Federação,2,Percentual,0.02,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,118225,Total
3422,3,Unidade da Federação,2,Percentual,-,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111737,Federal
3423,3,Unidade da Federação,2,Percentual,-,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111738,Estadual
3424,3,Unidade da Federação,2,Percentual,0.02,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111739,Municipal
3425,3,Unidade da Federação,2,Percentual,2.71,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,118225,Total
3426,3,Unidade da Federação,2,Percentual,2.58,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111737,Federal
3427,3,Unidade da Federação,2,Percentual,X,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111738,Estadual
3428,3,Unidade da Federação,2,Percentual,X,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111739,Municipal
3429,3,Unidade da Federação,2,Percentual,...,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,118225,Total
3430,3,Unidade da Federação,2,Percentual,...,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111737,Federal
3431,3,Unidade da Federação,2,Percentual,...,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111738,Estadual
3432,3,Unidade da Federação,2,Percentual,...,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111739,Municipal
3433,3,Unidade da Federação,2,Percentual,33.42,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,118225,Total
3434,3,Unidade da Federação,2,Percentual,27.50,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111737,Federal
3435,3,Unidade da Federação,2,Percentual,4.55,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111738,Estadual
3436,3,Unidade da Federação,2,Percentual,1.37,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111739,Municipal
3437,3,Unidade da Federação,2,Percentual,19.21,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,118225,Total
3438,3,Unidade da Federação,2,Percentual,18.33,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111737,Federal
3439,3,Unidade da Federação,2,Percentual,X,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111738,Estadual
3440,3,Unidade da Federação,2,Percentual,X,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111739,Municipal
3441,3,Unidade da Federação,2,Percentual,11.66,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,118225,Total
3442,3,Unidade da Federação,2,Percentual,6.79,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111737,Federal
3443,3,Unidade da Federação,2,Percentual,3.84,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111738,Estadual
3444,3,Unidade da Federação,2,Percentual,1.03,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111739,Municipal
3445,3,Unidade da Federação,2,Percentual,0.03,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,118225,Total
3446,3,Unidade da Federação,2,Percentual,-,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111737,Federal
3447,3,Unidade da Federação,2,Percentual,-,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111738,Estadual
3448,3,Unidade da Federação,2,Percentual,0.03,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111739,Municipal
3449,3,Unidade da Federação,2,Percentual,2.51,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,118225,Total
3450,3,Unidade da Federação,2,Percentual,2.38,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111737,Federal
3451,3,Unidade da Federação,2,Percentual,X,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111738,Estadual
3452,3,Unidade da Federação,2,Percentual,X,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111739,Municipal
3453,3,Unidade da Federação,2,Percentual,...,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,118225,Total
3454,3,Unidade da Federação,2,Percentual,...,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111737,Federal
3455,3,Unidade da Federação,2,Percentual,...,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111738,Estadual
3456,3,Unidade da Federação,2,Percentual,...,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111739,Municipal
3457,3,Unidade da Federação,1020,Unidades,1,16,Amapá,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,118225,Total
3458,3,Unidade da Federação,1020,Unidades,-,16,Amapá,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111737,Federal
3459,3,Unidade da Federação,1020,Unidades,-,16,Amapá,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111738,Estadual
3460,3,Unidade da Federação,1020,Unidades,1,16,Amapá,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111739,Municipal
3461,3,Unidade da Federação,1020,Unidades,1,16,Amapá,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,118225,Total
3462,3,Unidade da Federação,1020,Unidades,-,16,Amapá,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111737,Federal
3463,3,Unidade da Federação,1020,Unidades,-,16,Amapá,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111738,Estadual
3464,3,Unidade da Federação,1020,Unidades,1,16,Amapá,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111739,Municipal
3465,3,Unidade da Federação,1020,Unidades,1,16,Amapá,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,118225,Total
3466,3,Unidade da Federação,1020,Unidades,-,16,Amapá,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111737,Federal
