,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N,D6C,D6N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Unidade da Federação (Código),Brasil e Unidade da Federação,Variável (Código),Variável,Trimestre (Código),Trimestre,Referência temporal (Código),Referência temporal,Tipo de rebanho bovino (Código),Tipo de rebanho bovino,Tipo de inspeção (Código),Tipo de inspeção
9576,3,Unidade da Federação,2,Percentual,...,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111739,Municipal
9577,3,Unidade da Federação,2,Percentual,33.75,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,118225,Total
9578,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111737,Federal
9579,3,Unidade da Federação,2,Percentual,24.79,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111738,Estadual
9580,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111739,Municipal
9581,3,Unidade da Federação,2,Percentual,19.29,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,118225,Total
9582,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111737,Federal
9583,3,Unidade da Federação,2,Percentual,12.91,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111738,Estadual
9584,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111739,Municipal
9585,3,Unidade da Federação,2,Percentual,12.62,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,118225,Total
9586,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111737,Federal
9587,3,Unidade da Federação,2,Percentual,11.02,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111738,Estadual
9588,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111739,Municipal
9589,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,118225,Total
9590,3,Unidade da Federação,2,Percentual,-,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111737,Federal
9591,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111738,Estadual
9592,3,Unidade da Federação,2,Percentual,-,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111739,Municipal
9593,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,118225,Total
9594,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111737,Federal
9595,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111738,Estadual
9596,3,Unidade da Federação,2,Percentual,-,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111739,Municipal
9597,3,Unidade da Federação,2,Percentual,...,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,118225,Total
9598,3,Unidade da Federação,2,Percentual,...,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111737,Federal
9599,3,Unidade da Federação,2,Percentual,...,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111738,Estadual
9600,3,Unidade da Federação,2,Percentual,...,29,Bahia,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111739,Municipal
9601,3,Unidade da Federação,1007,Quilogramas,96661650,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,118225,Total
9602,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111737,Federal
9603,3,Unidade da Federação,1007,Quilogramas,68810824,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111738,Estadual
9604,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111739,Municipal
9605,3,Unidade da Federação,1007,Quilogramas,62739441,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,118225,Total
9606,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111737,Federal
9607,3,Unidade da Federação,1007,Quilogramas,40937272,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111738,Estadual
9608,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111739,Municipal
9609,3,Unidade da Federação,1007,Quilogramas,30019994,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,118225,Total
9610,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111737,Federal
9611,3,Unidade da Federação,1007,Quilogramas,26088808,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111738,Estadual
9612,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111739,Municipal
9613,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,118225,Total
9614,3,Unidade da Federação,1007,Quilogramas,-,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111737,Federal
9615,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111738,Estadual
9616,3,Unidade da Federação,1007,Quilogramas,-,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111739,Municipal
9617,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,118225,Total
9618,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,111737,Federal
9619,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,111738,Estadual
9620,3,Unidade da Federação,1007,Quilogramas,-,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,111739,Municipal
9621,3,Unidade da Federação,1007,Quilogramas,...,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,118225,Total
9622,3,Unidade da Federação,1007,Quilogramas,...,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,111737,Federal
9623,3,Unidade da Federação,1007,Quilogramas,...,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,111738,Estadual
9624,3,Unidade da Federação,1007,Quilogramas,...,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,111739,Municipal
9625,3,Unidade da Federação,1007,Quilogramas,33007567,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,992,Total,118225,Total
9626,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,992,Total,111737,Federal
9627,3,Unidade da Federação,1007,Quilogramas,23462610,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,992,Total,111738,Estadual
9628,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,992,Total,111739,Municipal
9629,3,Unidade da Federação,1007,Quilogramas,21511281,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,118225,Total
9630,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,111737,Federal
9631,3,Unidade da Federação,1007,Quilogramas,14054359,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,111738,Estadual
9632,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,111739,Municipal
9633,3,Unidade da Federação,1007,Quilogramas,10143377,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,118225,Total
9634,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,111737,Federal
9635,3,Unidade da Federação,1007,Quilogramas,8797992,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,111738,Estadual
9636,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,111739,Municipal
9637,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,118225,Total
9638,3,Unidade da Federação,1007,Quilogramas,-,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,111737,Federal
9639,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,111738,Estadual
9640,3,Unidade da Federação,1007,Quilogramas,-,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,111739,Municipal
9641,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,118225,Total
9642,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,111737,Federal
9643,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,111738,Estadual
9644,3,Unidade da Federação,1007,Quilogramas,-,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,111739,Municipal
9645,3,Unidade da Federação,1007,Quilogramas,...,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,118225,Total
9646,3,Unidade da Federação,1007,Quilogramas,...,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,111737,Federal
9647,3,Unidade da Federação,1007,Quilogramas,...,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,111738,Estadual
9648,3,Unidade da Federação,1007,Quilogramas,...,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,111739,Municipal
9649,3,Unidade da Federação,1007,Quilogramas,31226487,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,992,Total,118225,Total
9650,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,992,Total,111737,Federal
9651,3,Unidade da Federação,1007,Quilogramas,22188114,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,992,Total,111738,Estadual
9652,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,992,Total,111739,Municipal
9653,3,Unidade da Federação,1007,Quilogramas,20504247,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,118225,Total
9654,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,111737,Federal
9655,3,Unidade da Federação,1007,Quilogramas,13228898,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,111738,Estadual
9656,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,111739,Municipal
9657,3,Unidade da Federação,1007,Quilogramas,9608005,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,118225,Total
9658,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111737,Federal
9659,3,Unidade da Federação,1007,Quilogramas,8408276,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111738,Estadual
9660,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111739,Municipal
9661,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,118225,Total
9662,3,Unidade da Federação,1007,Quilogramas,-,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111737,Federal
9663,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111738,Estadual
9664,3,Unidade da Federação,1007,Quilogramas,-,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111739,Municipal
9665,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,118225,Total
9666,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111737,Federal
9667,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111738,Estadual
9668,3,Unidade da Federação,1007,Quilogramas,-,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111739,Municipal
9669,3,Unidade da Federação,1007,Quilogramas,...,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,118225,Total
9670,3,Unidade da Federação,1007,Quilogramas,...,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111737,Federal
9671,3,Unidade da Federação,1007,Quilogramas,...,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111738,Estadual
9672,3,Unidade da Federação,1007,Quilogramas,...,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111739,Municipal
9673,3,Unidade da Federação,1007,Quilogramas,32427596,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,992,Total,118225,Total
9674,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111737,Federal
9675,3,Unidade da Federação,1007,Quilogramas,23160100,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111738,Estadual
9676,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111739,Municipal
9677,3,Unidade da Federação,1007,Quilogramas,20723913,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,118225,Total
9678,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111737,Federal
9679,3,Unidade da Federação,1007,Quilogramas,13654015,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111738,Estadual
9680,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111739,Municipal
9681,3,Unidade da Federação,1007,Quilogramas,10268612,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,118225,Total
9682,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111737,Federal
9683,3,Unidade da Federação,1007,Quilogramas,8882540,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111738,Estadual
9684,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111739,Municipal
9685,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,118225,Total
9686,3,Unidade da Federação,1007,Quilogramas,-,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111737,Federal
9687,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111738,Estadual
9688,3,Unidade da Federação,1007,Quilogramas,-,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111739,Municipal
9689,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,118225,Total
9690,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111737,Federal
9691,3,Unidade da Federação,1007,Quilogramas,X,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111738,Estadual
9692,3,Unidade da Federação,1007,Quilogramas,-,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111739,Municipal
9693,3,Unidade da Federação,1007,Quilogramas,...,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,118225,Total
9694,3,Unidade da Federação,1007,Quilogramas,...,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111737,Federal
9695,3,Unidade da Federação,1007,Quilogramas,...,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111738,Estadual
9696,3,Unidade da Federação,1007,Quilogramas,...,29,Bahia,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111739,Municipal
9697,3,Unidade da Federação,2,Percentual,100.00,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,118225,Total
9698,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111737,Federal
9699,3,Unidade da Federação,2,Percentual,71.19,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111738,Estadual
9700,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111739,Municipal
9701,3,Unidade da Federação,2,Percentual,64.91,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,118225,Total
9702,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111737,Federal
9703,3,Unidade da Federação,2,Percentual,42.35,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111738,Estadual
9704,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111739,Municipal
9705,3,Unidade da Federação,2,Percentual,31.06,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,118225,Total
9706,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111737,Federal
9707,3,Unidade da Federação,2,Percentual,26.99,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111738,Estadual
9708,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111739,Municipal
9709,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,118225,Total
9710,3,Unidade da Federação,2,Percentual,-,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111737,Federal
9711,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111738,Estadual
9712,3,Unidade da Federação,2,Percentual,-,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111739,Municipal
9713,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,118225,Total
9714,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,111737,Federal
9715,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,111738,Estadual
9716,3,Unidade da Federação,2,Percentual,-,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,111739,Municipal
9717,3,Unidade da Federação,2,Percentual,...,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,118225,Total
9718,3,Unidade da Federação,2,Percentual,...,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,111737,Federal
9719,3,Unidade da Federação,2,Percentual,...,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,111738,Estadual
9720,3,Unidade da Federação,2,Percentual,...,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,111739,Municipal
9721,3,Unidade da Federação,2,Percentual,34.15,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,992,Total,118225,Total
9722,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,992,Total,111737,Federal
9723,3,Unidade da Federação,2,Percentual,24.27,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,992,Total,111738,Estadual
9724,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,992,Total,111739,Municipal
9725,3,Unidade da Federação,2,Percentual,22.25,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,118225,Total
9726,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,111737,Federal
9727,3,Unidade da Federação,2,Percentual,14.54,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,111738,Estadual
9728,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,111739,Municipal
9729,3,Unidade da Federação,2,Percentual,10.49,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,118225,Total
9730,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,111737,Federal
9731,3,Unidade da Federação,2,Percentual,9.10,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,111738,Estadual
9732,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,111739,Municipal
9733,3,Unidade da Federação,2,Percentual,X,29,Bahia,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,118225,Total
