,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Unidade da Federação (Código),Brasil e Unidade da Federação,Variável (Código),Variável,Trimestre (Código),Trimestre,Referência temporal (Código),Referência temporal,Procedência do couro (Código),Procedência do couro
65,1,Brasil,1020,Unidades,100012,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115234,No 2º mês,92566,Outros curtumes
66,1,Brasil,1020,Unidades,-,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115234,No 2º mês,92567,Outras origens
67,1,Brasil,1020,Unidades,3117812,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115235,No 3º mês,119293,Total
68,1,Brasil,1020,Unidades,2741292,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115235,No 3º mês,92563,Matadouro frigorífico
69,1,Brasil,1020,Unidades,23038,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115235,No 3º mês,92564,Matadouro municipal
70,1,Brasil,1020,Unidades,148763,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115235,No 3º mês,92565,Intermediários (salgadores)
71,1,Brasil,1020,Unidades,204719,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115235,No 3º mês,92566,Outros curtumes
72,1,Brasil,1020,Unidades,-,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115235,No 3º mês,92567,Outras origens
73,1,Brasil,2,Percentual,100.00,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,119293,Total
74,1,Brasil,2,Percentual,89.97,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,92563,Matadouro frigorífico
75,1,Brasil,2,Percentual,0.75,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,92564,Matadouro municipal
76,1,Brasil,2,Percentual,4.97,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,92565,Intermediários (salgadores)
77,1,Brasil,2,Percentual,4.32,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,92566,Outros curtumes
78,1,Brasil,2,Percentual,-,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,92567,Outras origens
79,1,Brasil,2,Percentual,33.85,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,119293,Total
80,1,Brasil,2,Percentual,30.82,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,92563,Matadouro frigorífico
81,1,Brasil,2,Percentual,0.25,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,92564,Matadouro municipal
82,1,Brasil,2,Percentual,1.78,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,92565,Intermediários (salgadores)
83,1,Brasil,2,Percentual,0.99,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,92566,Outros curtumes
84,1,Brasil,2,Percentual,-,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,92567,Outras origens
85,1,Brasil,2,Percentual,32.15,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,119293,Total
86,1,Brasil,2,Percentual,29.25,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,92563,Matadouro frigorífico
87,1,Brasil,2,Percentual,0.24,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,92564,Matadouro municipal
88,1,Brasil,2,Percentual,1.57,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,92565,Intermediários (salgadores)
89,1,Brasil,2,Percentual,1.09,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,92566,Outros curtumes
90,1,Brasil,2,Percentual,-,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,92567,Outras origens
91,1,Brasil,2,Percentual,34.00,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,119293,Total
92,1,Brasil,2,Percentual,29.89,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,92563,Matadouro frigorífico
93,1,Brasil,2,Percentual,0.25,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,92564,Matadouro municipal
94,1,Brasil,2,Percentual,1.62,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,92565,Intermediários (salgadores)
95,1,Brasil,2,Percentual,2.23,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,92566,Outros curtumes
96,1,Brasil,2,Percentual,-,1,Brasil,1000622,Quantidade de couro cru inteiro de bovino adquirido para curtimento - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,92567,Outras origens
97,3,Unidade da Federação,1020,Unidades,4,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,119293,Total
98,3,Unidade da Federação,1020,Unidades,4,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,92563,Matadouro frigorífico
99,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,92564,Matadouro municipal
100,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,92565,Intermediários (salgadores)
101,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,92566,Outros curtumes
102,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,92567,Outras origens
103,3,Unidade da Federação,1020,Unidades,4,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115233,No 1º mês,119293,Total
104,3,Unidade da Federação,1020,Unidades,4,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115233,No 1º mês,92563,Matadouro frigorífico
105,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115233,No 1º mês,92564,Matadouro municipal
106,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115233,No 1º mês,92565,Intermediários (salgadores)
107,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115233,No 1º mês,92566,Outros curtumes
108,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115233,No 1º mês,92567,Outras origens
109,3,Unidade da Federação,1020,Unidades,4,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115234,No 2º mês,119293,Total
110,3,Unidade da Federação,1020,Unidades,4,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115234,No 2º mês,92563,Matadouro frigorífico
111,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115234,No 2º mês,92564,Matadouro municipal
112,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115234,No 2º mês,92565,Intermediários (salgadores)
113,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115234,No 2º mês,92566,Outros curtumes
114,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115234,No 2º mês,92567,Outras origens
115,3,Unidade da Federação,1020,Unidades,4,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115235,No 3º mês,119293,Total
116,3,Unidade da Federação,1020,Unidades,4,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115235,No 3º mês,92563,Matadouro frigorífico
117,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115235,No 3º mês,92564,Matadouro municipal
118,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115235,No 3º mês,92565,Intermediários (salgadores)
119,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115235,No 3º mês,92566,Outros curtumes
120,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,151,Número de informantes,202503,3º trimestre 2025,115235,No 3º mês,92567,Outras origens
121,3,Unidade da Federação,2,Percentual,100.00,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,119293,Total
122,3,Unidade da Federação,2,Percentual,100.00,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,92563,Matadouro frigorífico
123,3,Unidade da Federação,2,Percentual,-,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,92564,Matadouro municipal
124,3,Unidade da Federação,2,Percentual,-,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,92565,Intermediários (salgadores)
125,3,Unidade da Federação,2,Percentual,-,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,92566,Outros curtumes
126,3,Unidade da Federação,2,Percentual,-,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,92567,Outras origens
127,3,Unidade da Federação,2,Percentual,100.00,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,119293,Total
128,3,Unidade da Federação,2,Percentual,100.00,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,92563,Matadouro frigorífico
129,3,Unidade da Federação,2,Percentual,-,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,92564,Matadouro municipal
130,3,Unidade da Federação,2,Percentual,-,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,92565,Intermediários (salgadores)
131,3,Unidade da Federação,2,Percentual,-,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,92566,Outros curtumes
132,3,Unidade da Federação,2,Percentual,-,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,92567,Outras origens
133,3,Unidade da Federação,2,Percentual,100.00,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,119293,Total
134,3,Unidade da Federação,2,Percentual,100.00,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,92563,Matadouro frigorífico
135,3,Unidade da Federação,2,Percentual,-,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,92564,Matadouro municipal
136,3,Unidade da Federação,2,Percentual,-,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,92565,Intermediários (salgadores)
137,3,Unidade da Federação,2,Percentual,-,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,92566,Outros curtumes
138,3,Unidade da Federação,2,Percentual,-,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,92567,Outras origens
139,3,Unidade da Federação,2,Percentual,100.00,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,119293,Total
140,3,Unidade da Federação,2,Percentual,100.00,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,92563,Matadouro frigorífico
141,3,Unidade da Federação,2,Percentual,-,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,92564,Matadouro municipal
142,3,Unidade da Federação,2,Percentual,-,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,92565,Intermediários (salgadores)
143,3,Unidade da Federação,2,Percentual,-,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,92566,Outros curtumes
144,3,Unidade da Federação,2,Percentual,-,11,Rondônia,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,92567,Outras origens
145,3,Unidade da Federação,1020,Unidades,997458,11,Rondônia,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115236,Total do trimestre,119293,Total
146,3,Unidade da Federação,1020,Unidades,997458,11,Rondônia,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115236,Total do trimestre,92563,Matadouro frigorífico
147,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115236,Total do trimestre,92564,Matadouro municipal
148,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115236,Total do trimestre,92565,Intermediários (salgadores)
149,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115236,Total do trimestre,92566,Outros curtumes
150,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115236,Total do trimestre,92567,Outras origens
151,3,Unidade da Federação,1020,Unidades,353050,11,Rondônia,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115233,No 1º mês,119293,Total
152,3,Unidade da Federação,1020,Unidades,353050,11,Rondônia,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115233,No 1º mês,92563,Matadouro frigorífico
153,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115233,No 1º mês,92564,Matadouro municipal
154,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115233,No 1º mês,92565,Intermediários (salgadores)
155,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115233,No 1º mês,92566,Outros curtumes
156,3,Unidade da Federação,1020,Unidades,-,11,Rondônia,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115233,No 1º mês,92567,Outras origens
157,3,Unidade da Federação,1020,Unidades,325824,11,Rondônia,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115234,No 2º mês,119293,Total
158,3,Unidade da Federação,1020,Unidades,325824,11,Rondônia,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115234,No 2º mês,92563,Matadouro frigorífico
