,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
69,2,Grande Região,2,%,1.5,4,Sul,8746,"Coeficiente de variação - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,99383,Total
70,2,Grande Região,2,%,1.3,4,Sul,8746,"Coeficiente de variação - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,99163,Empregado
71,2,Grande Região,2,%,5.2,4,Sul,8746,"Coeficiente de variação - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,99358,Empregador
72,2,Grande Região,2,%,2.5,4,Sul,8746,"Coeficiente de variação - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,99357,Conta própria
73,2,Grande Região,1550,Milhões de Reais,64276,4,Sul,8747,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99383,Total
74,2,Grande Região,1550,Milhões de Reais,41774,4,Sul,8747,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99163,Empregado
75,2,Grande Região,1550,Milhões de Reais,7568,4,Sul,8747,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99358,Empregador
76,2,Grande Região,1550,Milhões de Reais,14934,4,Sul,8747,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99357,Conta própria
77,2,Grande Região,2,%,1.5,4,Sul,8748,"Coeficiente de variação - Massa de Rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99383,Total
78,2,Grande Região,2,%,1.3,4,Sul,8748,"Coeficiente de variação - Massa de Rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99163,Empregado
79,2,Grande Região,2,%,5.0,4,Sul,8748,"Coeficiente de variação - Massa de Rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99358,Empregador
