,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
224,3,Unidade da Federação,2,%,4.88,33,Rio de Janeiro,1197,Custo médio m² - variação percentual no ano,202511,novembro 2025
225,3,Unidade da Federação,2,%,5.09,33,Rio de Janeiro,1198,Custo médio m² - variação percentual em doze meses,202511,novembro 2025
226,3,Unidade da Federação,38,Reais,1986.85,35,São Paulo,48,Custo médio m² - moeda corrente,202511,novembro 2025
227,3,Unidade da Federação,38,Reais,1071.63,35,São Paulo,2119,Custo médio m² - componente material - moeda corrente,202511,novembro 2025
228,3,Unidade da Federação,38,Reais,915.22,35,São Paulo,2120,Custo médio m² - componente mão-de-obra - moeda corrente,202511,novembro 2025
229,3,Unidade da Federação,30,Número-índice,897.05,35,São Paulo,49,Custo médio m² - número-índice,202511,novembro 2025
230,3,Unidade da Federação,30,Número-índice,788.49,35,São Paulo,1193,Custo médio m² - componente material - número-índice,202511,novembro 2025
231,3,Unidade da Federação,30,Número-índice,1158.28,35,São Paulo,1232,Custo médio m² - componente mão-de-obra - número-índice,202511,novembro 2025
232,3,Unidade da Federação,2,%,0.58,35,São Paulo,1196,Custo médio m² - variação percentual no mês,202511,novembro 2025
233,3,Unidade da Federação,2,%,5.06,35,São Paulo,1197,Custo médio m² - variação percentual no ano,202511,novembro 2025
234,3,Unidade da Federação,2,%,5.38,35,São Paulo,1198,Custo médio m² - variação percentual em doze meses,202511,novembro 2025
235,3,Unidade da Federação,38,Reais,2034.04,41,Paraná,48,Custo médio m² - moeda corrente,202511,novembro 2025
236,3,Unidade da Federação,38,Reais,1093.33,41,Paraná,2119,Custo médio m² - componente material - moeda corrente,202511,novembro 2025
237,3,Unidade da Federação,38,Reais,940.71,41,Paraná,2120,Custo médio m² - componente mão-de-obra - moeda corrente,202511,novembro 2025
238,3,Unidade da Federação,30,Número-índice,972.56,41,Paraná,49,Custo médio m² - número-índice,202511,novembro 2025
239,3,Unidade da Federação,30,Número-índice,855.06,41,Paraná,1193,Custo médio m² - componente material - número-índice,202511,novembro 2025
240,3,Unidade da Federação,30,Número-índice,1253.50,41,Paraná,1232,Custo médio m² - componente mão-de-obra - número-índice,202511,novembro 2025
241,3,Unidade da Federação,2,%,0.04,41,Paraná,1196,Custo médio m² - variação percentual no mês,202511,novembro 2025
242,3,Unidade da Federação,2,%,5.87,41,Paraná,1197,Custo médio m² - variação percentual no ano,202511,novembro 2025
243,3,Unidade da Federação,2,%,6.27,41,Paraná,1198,Custo médio m² - variação percentual em doze meses,202511,novembro 2025
244,3,Unidade da Federação,38,Reais,2141.49,42,Santa Catarina,48,Custo médio m² - moeda corrente,202511,novembro 2025
245,3,Unidade da Federação,38,Reais,1118.76,42,Santa Catarina,2119,Custo médio m² - componente material - moeda corrente,202511,novembro 2025
246,3,Unidade da Federação,38,Reais,1022.73,42,Santa Catarina,2120,Custo médio m² - componente mão-de-obra - moeda corrente,202511,novembro 2025
247,3,Unidade da Federação,30,Número-índice,1159.38,42,Santa Catarina,49,Custo médio m² - número-índice,202511,novembro 2025
248,3,Unidade da Federação,30,Número-índice,928.78,42,Santa Catarina,1193,Custo médio m² - componente material - número-índice,202511,novembro 2025
249,3,Unidade da Federação,30,Número-índice,1702.06,42,Santa Catarina,1232,Custo médio m² - componente mão-de-obra - número-índice,202511,novembro 2025
250,3,Unidade da Federação,2,%,1.04,42,Santa Catarina,1196,Custo médio m² - variação percentual no mês,202511,novembro 2025
251,3,Unidade da Federação,2,%,5.52,42,Santa Catarina,1197,Custo médio m² - variação percentual no ano,202511,novembro 2025
252,3,Unidade da Federação,2,%,5.64,42,Santa Catarina,1198,Custo médio m² - variação percentual em doze meses,202511,novembro 2025
253,3,Unidade da Federação,38,Reais,1877.05,43,Rio Grande do Sul,48,Custo médio m² - moeda corrente,202511,novembro 2025
254,3,Unidade da Federação,38,Reais,1109.69,43,Rio Grande do Sul,2119,Custo médio m² - componente material - moeda corrente,202511,novembro 2025
255,3,Unidade da Federação,38,Reais,767.36,43,Rio Grande do Sul,2120,Custo médio m² - componente mão-de-obra - moeda corrente,202511,novembro 2025
256,3,Unidade da Federação,30,Número-índice,851.68,43,Rio Grande do Sul,49,Custo médio m² - número-índice,202511,novembro 2025
257,3,Unidade da Federação,30,Número-índice,716.78,43,Rio Grande do Sul,1193,Custo médio m² - componente material - número-índice,202511,novembro 2025
258,3,Unidade da Federação,30,Número-índice,1242.28,43,Rio Grande do Sul,1232,Custo médio m² - componente mão-de-obra - número-índice,202511,novembro 2025
259,3,Unidade da Federação,2,%,0.11,43,Rio Grande do Sul,1196,Custo médio m² - variação percentual no mês,202511,novembro 2025
260,3,Unidade da Federação,2,%,5.23,43,Rio Grande do Sul,1197,Custo médio m² - variação percentual no ano,202511,novembro 2025
261,3,Unidade da Federação,2,%,5.55,43,Rio Grande do Sul,1198,Custo médio m² - variação percentual em doze meses,202511,novembro 2025
262,3,Unidade da Federação,38,Reais,1820.31,50,Mato Grosso do Sul,48,Custo médio m² - moeda corrente,202511,novembro 2025
263,3,Unidade da Federação,38,Reais,1063.20,50,Mato Grosso do Sul,2119,Custo médio m² - componente material - moeda corrente,202511,novembro 2025
264,3,Unidade da Federação,38,Reais,757.11,50,Mato Grosso do Sul,2120,Custo médio m² - componente mão-de-obra - moeda corrente,202511,novembro 2025
265,3,Unidade da Federação,30,Número-índice,856.39,50,Mato Grosso do Sul,49,Custo médio m² - número-índice,202511,novembro 2025
266,3,Unidade da Federação,30,Número-índice,735.90,50,Mato Grosso do Sul,1193,Custo médio m² - componente material - número-índice,202511,novembro 2025
267,3,Unidade da Federação,30,Número-índice,1164.95,50,Mato Grosso do Sul,1232,Custo médio m² - componente mão-de-obra - número-índice,202511,novembro 2025
268,3,Unidade da Federação,2,%,0.06,50,Mato Grosso do Sul,1196,Custo médio m² - variação percentual no mês,202511,novembro 2025
269,3,Unidade da Federação,2,%,4.71,50,Mato Grosso do Sul,1197,Custo médio m² - variação percentual no ano,202511,novembro 2025
270,3,Unidade da Federação,2,%,4.78,50,Mato Grosso do Sul,1198,Custo médio m² - variação percentual em doze meses,202511,novembro 2025
271,3,Unidade da Federação,38,Reais,1989.99,51,Mato Grosso,48,Custo médio m² - moeda corrente,202511,novembro 2025
272,3,Unidade da Federação,38,Reais,1184.04,51,Mato Grosso,2119,Custo médio m² - componente material - moeda corrente,202511,novembro 2025
273,3,Unidade da Federação,38,Reais,805.95,51,Mato Grosso,2120,Custo médio m² - componente mão-de-obra - moeda corrente,202511,novembro 2025
274,3,Unidade da Federação,30,Número-índice,1134.95,51,Mato Grosso,49,Custo médio m² - número-índice,202511,novembro 2025
275,3,Unidade da Federação,30,Número-índice,1035.40,51,Mato Grosso,1193,Custo médio m² - componente material - número-índice,202511,novembro 2025
276,3,Unidade da Federação,30,Número-índice,1381.35,51,Mato Grosso,1232,Custo médio m² - componente mão-de-obra - número-índice,202511,novembro 2025
277,3,Unidade da Federação,2,%,0.09,51,Mato Grosso,1196,Custo médio m² - variação percentual no mês,202511,novembro 2025
278,3,Unidade da Federação,2,%,7.38,51,Mato Grosso,1197,Custo médio m² - variação percentual no ano,202511,novembro 2025
279,3,Unidade da Federação,2,%,7.80,51,Mato Grosso,1198,Custo médio m² - variação percentual em doze meses,202511,novembro 2025
280,3,Unidade da Federação,38,Reais,1850.61,52,Goiás,48,Custo médio m² - moeda corrente,202511,novembro 2025
281,3,Unidade da Federação,38,Reais,1054.02,52,Goiás,2119,Custo médio m² - componente material - moeda corrente,202511,novembro 2025
282,3,Unidade da Federação,38,Reais,796.59,52,Goiás,2120,Custo médio m² - componente mão-de-obra - moeda corrente,202511,novembro 2025
283,3,Unidade da Federação,30,Número-índice,977.60,52,Goiás,49,Custo médio m² - número-índice,202511,novembro 2025
284,3,Unidade da Federação,30,Número-índice,815.36,52,Goiás,1193,Custo médio m² - componente material - número-índice,202511,novembro 2025
285,3,Unidade da Federação,30,Número-índice,1447.25,52,Goiás,1232,Custo médio m² - componente mão-de-obra - número-índice,202511,novembro 2025
286,3,Unidade da Federação,2,%,0.29,52,Goiás,1196,Custo médio m² - variação percentual no mês,202511,novembro 2025
287,3,Unidade da Federação,2,%,5.21,52,Goiás,1197,Custo médio m² - variação percentual no ano,202511,novembro 2025
288,3,Unidade da Federação,2,%,5.49,52,Goiás,1198,Custo médio m² - variação percentual em doze meses,202511,novembro 2025
289,3,Unidade da Federação,38,Reais,1925.20,53,Distrito Federal,48,Custo médio m² - moeda corrente,202511,novembro 2025
290,3,Unidade da Federação,38,Reais,1143.59,53,Distrito Federal,2119,Custo médio m² - componente material - moeda corrente,202511,novembro 2025
291,3,Unidade da Federação,38,Reais,781.61,53,Distrito Federal,2120,Custo médio m² - componente mão-de-obra - moeda corrente,202511,novembro 2025
292,3,Unidade da Federação,30,Número-índice,850.45,53,Distrito Federal,49,Custo médio m² - número-índice,202511,novembro 2025
293,3,Unidade da Federação,30,Número-índice,758.58,53,Distrito Federal,1193,Custo médio m² - componente material - número-índice,202511,novembro 2025
294,3,Unidade da Federação,30,Número-índice,1098.10,53,Distrito Federal,1232,Custo médio m² - componente mão-de-obra - número-índice,202511,novembro 2025
295,3,Unidade da Federação,2,%,0.05,53,Distrito Federal,1196,Custo médio m² - variação percentual no mês,202511,novembro 2025
296,3,Unidade da Federação,2,%,5.35,53,Distrito Federal,1197,Custo médio m² - variação percentual no ano,202511,novembro 2025
297,3,Unidade da Federação,2,%,5.54,53,Distrito Federal,1198,Custo médio m² - variação percentual em doze meses,202511,novembro 2025
298,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,"Brasil, Grande Região e Unidade da Federação (Código)","Brasil, Grande Região e Unidade da Federação",Variável (Código),Variável,Mês (Código),Mês
299,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,"Brasil, Grande Região e Unidade da Federação (Código)","Brasil, Grande Região e Unidade da Federação",Variável (Código),Variável,Mês (Código),Mês
